workerid,condition,browser,gender,age,showEarlierWheelFirst,order.1,order.2,order.3,order.4,order.5,askAboutLeftWheelFirst.1,askAboutLeftWheelFirst.2,askAboutLeftWheelFirst.3,askAboutLeftWheelFirst.4,askAboutLeftWheelFirst.5,showFirstOfPairFirst.1,showFirstOfPairFirst.2,showFirstOfPairFirst.3,showFirstOfPairFirst.4,showFirstOfPairFirst.5,spinnerPairID.1,spinnerPairID.2,spinnerPairID.3,spinnerPairID.4,spinnerPairID.5,spinnerPairCode.1,spinnerPairCode.2,spinnerPairCode.3,spinnerPairCode.4,spinnerPairCode.5,spinnerID_1.1,spinnerID_1.2,spinnerID_1.3,spinnerID_1.4,spinnerID_1.5,payoff1_1.1,payoff1_1.2,payoff1_1.3,payoff1_1.4,payoff1_1.5,payoff2_1.1,payoff2_1.2,payoff2_1.3,payoff2_1.4,payoff2_1.5,payoff3_1.1,payoff3_1.2,payoff3_1.3,payoff3_1.4,payoff3_1.5,prob1_1.1,prob1_1.2,prob1_1.3,prob1_1.4,prob1_1.5,prob2_1.1,prob2_1.2,prob2_1.3,prob2_1.4,prob2_1.5,prob3_1.1,prob3_1.2,prob3_1.3,prob3_1.4,prob3_1.5,winChoice_1.1,winChoice_1.2,winChoice_1.3,winChoice_1.4,winChoice_1.5,win_1.1,win_1.2,win_1.3,win_1.4,win_1.5,winProb_1.1,winProb_1.2,winProb_1.3,winProb_1.4,winProb_1.5,spinnerID_2.1,spinnerID_2.2,spinnerID_2.3,spinnerID_2.4,spinnerID_2.5,payoff1_2.1,payoff1_2.2,payoff1_2.3,payoff1_2.4,payoff1_2.5,payoff2_2.1,payoff2_2.2,payoff2_2.3,payoff2_2.4,payoff2_2.5,payoff3_2.1,payoff3_2.2,payoff3_2.3,payoff3_2.4,payoff3_2.5,prob1_2.1,prob1_2.2,prob1_2.3,prob1_2.4,prob1_2.5,prob2_2.1,prob2_2.2,prob2_2.3,prob2_2.4,prob2_2.5,prob3_2.1,prob3_2.2,prob3_2.3,prob3_2.4,prob3_2.5,winChoice_2.1,winChoice_2.2,winChoice_2.3,winChoice_2.4,winChoice_2.5,win_2.1,win_2.2,win_2.3,win_2.4,win_2.5,winProb_2.1,winProb_2.2,winProb_2.3,winProb_2.4,winProb_2.5,angleProportion_1.1,angleProportion_1.2,angleProportion_1.3,angleProportion_1.4,angleProportion_1.5,angleProportion_2.1,angleProportion_2.2,angleProportion_2.3,angleProportion_2.4,angleProportion_2.5,attentionCheck1.1,attentionCheck1.2,attentionCheck1.3,attentionCheck1.4,attentionCheck1.5,attentionCheck2.1,attentionCheck2.2,attentionCheck2.3,attentionCheck2.4,attentionCheck2.5,attentionCheck1Time.1,attentionCheck1Time.2,attentionCheck1Time.3,attentionCheck1Time.4,attentionCheck1Time.5,attentionCheck2Time.1,attentionCheck2Time.2,attentionCheck2Time.3,attentionCheck2Time.4,attentionCheck2Time.5,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,happy1.1,happy1.2,happy1.3,happy1.4,happy1.5,sad1.1,sad1.2,sad1.3,sad1.4,sad1.5,content1.1,content1.2,content1.3,content1.4,content1.5,disapp1.1,disapp1.2,disapp1.3,disapp1.4,disapp1.5,relief1.1,relief1.2,relief1.3,relief1.4,relief1.5,regret1.1,regret1.2,regret1.3,regret1.4,regret1.5,happy2.1,happy2.2,happy2.3,happy2.4,happy2.5,sad2.1,sad2.2,sad2.3,sad2.4,sad2.5,content2.1,content2.2,content2.3,content2.4,content2.5,disapp2.1,disapp2.2,disapp2.3,disapp2.4,disapp2.5,relief2.1,relief2.2,relief2.3,relief2.4,relief2.5,regret2.1,regret2.2,regret2.3,regret2.4,regret2.5,happy3.1,happy3.2,happy3.3,happy3.4,happy3.5,sad3.1,sad3.2,sad3.3,sad3.4,sad3.5,content3.1,content3.2,content3.3,content3.4,content3.5,disapp3.1,disapp3.2,disapp3.3,disapp3.4,disapp3.5,relief3.1,relief3.2,relief3.3,relief3.4,relief3.5,regret3.1,regret3.2,regret3.3,regret3.4,regret3.5
125,1,Chrome,M,43,1,1,2,3,4,5,0,0,0,1,1,0,0,1,1,0,3,5,9,10,6,23,13,22,33,31,3,15,26,9,46,0,30,15,15,55,30,50,50,70,70,60,95,75,80,85,0.41,0.3,0.24,0.45,0.26,0.37,0.3,0.4,0.29,0.53,0.22,0.4,0.36,0.26,0.21,3,3,2,3,1,60,95,50,80,55,0.22,0.4,0.4,0.26,0.26,8,37,29,18,21,15,20,40,25,25,70,50,65,60,45,80,90,100,100,80,0.49,0.28,0.38,0.43,0.3,0.27,0.19,0.34,0.35,0.3,0.24,0.53,0.28,0.22,0.4,2,1,2,3,3,70,20,65,100,80,0.27,0.28,0.34,0.22,0.4,0.606,0.129,0.873,0.022,0.898,0.315,0.442,0.61,0.712,0.494,60,95,50,80,55,70,20,65,100,80,10,10,10,10,10,2,2,2,2,2,71185,59361,77448,43103,56365,9,9,7,9,5,1,1,2,1,3,9,9,8,9,5,1,1,2,1,3,9,9,9,9,2,1,1,2,1,6,8,4,6,9,9,1,2,2,1,1,9,5,8,9,9,1,5,3,1,1,9,1,8,9,9,1,2,2,1,1,9,7,7,9,8,1,2,2,1,2,9,7,7,9,8,1,2,2,1,2,9,8,9,9,8,1,2,2,1,2
126,1,Chrome,M,23,1,1,2,3,4,5,1,0,1,0,0,0,1,0,0,0,6,3,5,9,8,31,23,13,22,22,46,8,15,29,50,55,15,30,40,50,70,70,50,65,75,85,80,95,100,90,0.26,0.49,0.3,0.38,0.32,0.53,0.27,0.3,0.34,0.5,0.21,0.24,0.4,0.28,0.18,1,2,3,2,2,55,70,95,65,75,0.26,0.27,0.4,0.34,0.5,21,3,37,26,11,25,0,20,15,20,45,30,50,50,45,80,60,90,75,70,0.3,0.41,0.28,0.24,0.41,0.3,0.37,0.19,0.4,0.35,0.4,0.22,0.53,0.36,0.24,3,3,1,2,2,80,60,20,50,45,0.4,0.22,0.28,0.4,0.35,0.829,0.226,0.427,0.849,0.738,0.412,0.478,0.858,0.981,0.093,55,70,95,65,75,80,60,20,50,45,10,10,10,10,10,2,2,2,2,2,75854,66604,65784,73828,82849,3,7,7,5,5,6,1,1,3,2,3,7,7,5,5,8,1,1,4,3,2,7,8,6,4,6,3,1,4,5,8,9,2,3,4,1,1,8,7,3,9,9,1,3,4,1,1,9,8,3,9,9,2,1,3,1,1,7,8,5,7,9,5,3,5,3,1,6,6,3,7,9,4,3,6,3,1,7,8,3,8,9,4,2,7,2,2,6,7,5
127,1,Firefox,M,44,1,1,2,3,4,5,1,1,1,0,1,1,1,0,0,0,10,3,9,6,1,33,23,22,31,12,9,8,29,46,11,15,15,40,55,20,70,70,65,70,45,80,80,100,85,70,0.45,0.49,0.38,0.26,0.41,0.29,0.27,0.34,0.53,0.35,0.26,0.24,0.28,0.21,0.24,3,2,2,1,2,80,70,65,55,45,0.26,0.27,0.34,0.26,0.35,18,3,26,21,4,25,0,15,25,10,60,30,50,45,35,100,60,75,80,75,0.43,0.41,0.24,0.3,0.5,0.35,0.37,0.4,0.3,0.31,0.22,0.22,0.36,0.4,0.19,3,3,2,3,1,100,60,50,80,10,0.22,0.22,0.4,0.4,0.5,0.06,0.942,0.062,0.015,0.706,0.992,0.536,0.754,0.695,0.351,80,70,65,85,45,100,60,50,80,10,10,10,10,10,10,2,2,2,2,2,182931,88866,117240,76233,105862,9,9,8,9,8,1,1,2,1,2,9,9,8,9,8,1,1,2,1,2,9,9,8,9,8,1,1,2,1,2,9,9,8,9,6,1,1,2,1,3,9,9,8,9,7,1,1,2,1,3,9,9,7,9,4,1,1,2,1,3,9,9,8,9,8,1,1,2,1,2,9,9,8,9,7,1,1,3,1,2,9,9,8,9,7,1,1,2,1,2
128,1,Chrome,M,23,1,1,2,3,4,5,1,0,1,1,1,0,1,0,1,1,8,4,1,6,7,22,32,12,31,11,50,36,11,21,43,50,30,20,25,10,75,50,45,45,50,90,90,70,80,75,0.32,0.39,0.41,0.3,0.55,0.5,0.25,0.35,0.3,0.28,0.18,0.36,0.24,0.4,0.17,2,3,2,3,1,75,90,45,80,10,0.5,0.36,0.35,0.4,0.55,11,23,4,46,19,20,20,10,55,25,45,60,35,70,45,70,90,75,85,80,0.41,0.34,0.5,0.26,0.31,0.35,0.22,0.31,0.53,0.32,0.24,0.44,0.19,0.21,0.37,2,2,1,1,1,45,60,10,55,25,0.35,0.22,0.5,0.26,0.31,0.654,0.592,0.377,0.216,0.476,0.84,0.095,0.569,0.127,0.376,75,90,45,80,10,45,60,10,55,25,10,10,10,10,10,2,2,2,2,2,135000,99424,89662,71620,86349,7,9,6,9,3,2,1,3,1,7,8,9,7,9,3,2,1,4,1,9,7,9,7,9,4,2,1,2,1,5,6,7,3,5,2,3,2,7,5,8,7,9,5,6,3,5,4,7,7,9,6,7,4,6,4,3,2,5,3,7,7,8,5,7,1,2,1,5,3,9,8,9,6,7,1,4,2,7,4,9,8,8,5,6,3,2,1,4,2,8
129,1,Firefox,F,49,1,1,2,3,4,5,0,1,1,0,1,0,1,0,1,1,4,5,7,6,10,32,13,11,31,33,23,37,19,21,9,20,20,25,25,15,60,50,45,45,70,90,90,80,80,80,0.34,0.28,0.31,0.3,0.45,0.22,0.19,0.32,0.3,0.29,0.44,0.53,0.37,0.4,0.26,2,1,1,3,3,60,20,25,80,80,0.22,0.28,0.31,0.4,0.26,36,15,43,46,18,30,30,10,55,25,50,50,50,70,60,90,95,75,85,100,0.39,0.3,0.55,0.26,0.43,0.25,0.3,0.28,0.53,0.35,0.36,0.4,0.17,0.21,0.22,3,3,1,1,3,90,95,10,55,100,0.36,0.4,0.55,0.26,0.22,0.028,0.364,0.926,0.72,0.959,0.805,0.313,0.799,0.9,0.802,60,20,25,80,80,90,95,10,55,100,10,10,10,10,10,10,2,2,2,2,58435,51765,43263,42222,40693,6,4,6,7,7,7,3,6,6,6,7,4,7,6,6,6,4,6,7,7,7,3,5,7,6,7,3,5,6,6,6,7,7,6,7,5,6,6,5,6,5,6,6,5,6,4,7,7,6,7,4,6,7,7,7,5,6,7,7,7,7,6,7,5,7,8,5,6,6,6,7,6,6,7,5,6,6,7,6,6,7,7,7,5,7,6,7,6,6,7
130,1,Chrome,M,59,1,1,2,3,4,5,1,1,1,0,1,0,0,0,1,0,4,3,8,2,6,32,23,22,21,31,23,3,50,41,46,20,0,50,0,55,60,30,75,40,70,90,60,90,95,85,0.34,0.41,0.32,0.27,0.26,0.22,0.37,0.5,0.4,0.53,0.44,0.22,0.18,0.33,0.21,2,3,2,2,1,60,60,75,40,55,0.22,0.22,0.5,0.4,0.26,36,8,11,31,21,30,15,20,45,25,50,70,45,60,45,90,80,70,90,80,0.39,0.49,0.41,0.54,0.3,0.25,0.27,0.35,0.3,0.3,0.36,0.24,0.24,0.16,0.4,3,2,2,1,3,90,70,45,45,80,0.36,0.27,0.35,0.54,0.4,0.305,0.943,0.033,0.827,0.325,0.418,0.191,0.727,0.849,0.101,60,60,75,40,55,90,70,45,45,80,10,10,10,10,10,2,2,2,2,2,99701,79588,129433,203565,113766,6,9,8,7,4,3,1,1,4,7,6,9,9,7,3,7,1,2,6,7,5,9,9,8,5,6,1,1,4,6,9,8,7,5,9,1,1,2,6,1,9,8,8,6,9,1,1,2,7,1,9,9,9,8,9,1,1,1,7,1,7,9,8,7,6,2,1,1,4,5,8,9,9,6,6,3,1,2,7,6,8,9,9,8,8,3,1,1,6,5
131,1,Chrome,M,21,0,1,2,3,4,5,1,0,1,1,1,0,0,1,1,0,5,9,2,8,10,13,22,21,22,33,15,29,41,11,18,30,40,0,20,25,50,65,40,45,60,95,100,95,70,100,0.3,0.38,0.27,0.41,0.43,0.3,0.34,0.4,0.35,0.35,0.4,0.28,0.33,0.24,0.22,3,2,2,2,3,95,65,40,45,100,0.4,0.34,0.4,0.35,0.22,37,26,31,50,9,20,15,45,50,15,50,50,60,75,70,90,75,90,90,80,0.28,0.24,0.54,0.32,0.45,0.19,0.4,0.3,0.5,0.29,0.53,0.36,0.16,0.18,0.26,1,2,1,2,3,20,50,45,75,80,0.28,0.4,0.54,0.5,0.26,0.576,0.463,0.815,0.909,0.802,0.45,0.497,0.167,0.212,0.905,95,65,40,45,100,20,50,45,75,80,2,2,2,2,2,10,10,10,10,10,116408,57006,59541,104397,40793,9,6,7,7,9,1,4,4,2,1,9,8,6,7,9,1,3,5,3,1,9,6,3,4,9,1,3,3,3,1,3,7,4,8,9,7,2,6,2,1,3,8,4,8,9,9,3,8,3,1,1,4,2,4,9,8,3,7,2,1,8,7,6,8,9,2,4,3,2,1,7,8,6,9,9,3,3,3,2,1,4,4,5,5,9,4,4,4,2,1
132,1,Chrome,F,39,0,1,2,3,4,5,1,1,0,0,0,0,0,1,0,0,6,10,4,1,2,31,33,32,12,21,46,18,36,11,31,55,25,30,20,45,70,60,50,45,60,85,100,90,70,90,0.26,0.43,0.39,0.41,0.54,0.53,0.35,0.25,0.35,0.3,0.21,0.22,0.36,0.24,0.16,1,3,3,2,1,55,100,90,45,45,0.26,0.22,0.36,0.35,0.54,21,9,23,4,41,25,15,20,10,0,45,70,60,35,40,80,80,90,75,95,0.3,0.45,0.34,0.5,0.27,0.3,0.29,0.22,0.31,0.4,0.4,0.26,0.44,0.19,0.33,3,3,2,1,2,80,80,60,10,40,0.4,0.26,0.22,0.5,0.4,0.336,0.307,0.855,0.775,0.883,0.234,0.467,0.963,0.669,0.65,55,100,90,45,45,80,80,60,10,40,2,2,2,2,2,10,10,10,10,10,137289,70627,101974,87224,91900,5,9,8,6,5,4,1,1,2,2,3,9,9,6,6,8,1,1,3,3,4,9,8,4,1,8,1,1,2,3,7,8,7,4,6,1,1,2,3,2,9,7,8,3,7,1,1,3,5,2,7,7,6,1,8,1,1,2,4,2,6,9,8,5,6,2,1,1,2,2,7,9,9,6,7,2,1,2,3,3,4,9,8,4,5,4,1,2,3,2
133,1,Explorer,M,22,0,1,2,3,4,5,1,0,0,1,0,0,0,1,0,1,4,10,7,3,6,32,33,11,23,31,23,18,43,3,21,20,25,10,0,25,60,60,50,30,45,90,100,75,60,80,0.34,0.43,0.55,0.41,0.3,0.22,0.35,0.28,0.37,0.3,0.44,0.22,0.17,0.22,0.4,2,3,1,3,3,60,100,10,60,80,0.22,0.22,0.55,0.22,0.4,36,9,19,8,46,30,15,25,15,55,50,70,45,70,70,90,80,80,80,85,0.39,0.45,0.31,0.49,0.26,0.25,0.29,0.32,0.27,0.53,0.36,0.26,0.37,0.24,0.21,3,3,1,2,1,90,80,25,70,55,0.36,0.26,0.31,0.27,0.26,0.141,0.763,0.525,0.398,0.727,0.869,0.617,0.019,0.944,0.979,60,100,10,60,80,90,80,25,70,55,2,2,2,2,2,10,10,10,10,10,89575,44213,49947,47501,53646,6,9,2,9,9,2,1,7,1,1,7,9,2,9,9,4,1,9,1,1,7,9,2,9,9,2,1,7,1,1,9,9,1,8,5,1,1,9,1,5,9,9,2,8,4,1,1,8,2,6,9,9,1,8,5,1,1,8,2,6,8,9,1,8,7,1,1,9,1,3,7,9,1,8,7,3,1,9,2,3,8,9,1,9,6,1,1,9,1,2
134,1,Firefox,F,35,0,1,2,3,4,5,1,0,0,1,0,0,0,0,0,0,7,8,6,5,3,11,22,31,13,23,19,50,46,15,3,25,50,55,30,0,45,75,70,50,30,80,90,85,95,60,0.31,0.32,0.26,0.3,0.41,0.32,0.5,0.53,0.3,0.37,0.37,0.18,0.21,0.4,0.22,1,2,1,3,3,25,75,55,95,60,0.31,0.5,0.26,0.4,0.22,43,11,21,37,8,10,20,25,20,15,50,45,45,50,70,75,70,80,90,80,0.55,0.41,0.3,0.28,0.49,0.28,0.35,0.3,0.19,0.27,0.17,0.24,0.4,0.53,0.24,1,2,3,1,2,10,45,80,20,70,0.55,0.35,0.4,0.28,0.27,0.409,0.899,0.116,0.907,0.75,0.326,0.172,0.751,0.031,0.512,25,75,55,95,60,10,45,80,20,70,2,2,2,2,2,10,2,10,10,10,133673,93644,62071,79699,51589,5,8,6,9,9,4,1,4,1,1,4,8,6,9,9,7,2,4,1,1,1,8,4,9,9,2,1,1,1,1,3,5,9,4,8,7,5,1,6,1,3,5,9,4,8,9,4,1,8,1,1,5,9,2,8,2,2,1,7,1,4,6,7,8,9,6,4,2,2,1,4,6,8,8,9,8,4,2,2,1,2,7,7,8,9,2,2,2,2,1
135,1,Firefox,M,27,0,1,2,3,4,5,0,0,1,1,1,0,0,0,0,1,5,4,10,9,3,13,32,33,22,23,15,23,18,29,8,30,20,25,40,15,50,60,60,65,70,95,90,100,100,80,0.3,0.34,0.43,0.38,0.49,0.3,0.22,0.35,0.34,0.27,0.4,0.44,0.22,0.28,0.24,3,2,3,2,2,95,60,100,65,70,0.4,0.22,0.22,0.34,0.27,37,36,9,26,3,20,30,15,15,0,50,50,70,50,30,90,90,80,75,60,0.28,0.39,0.45,0.24,0.41,0.19,0.25,0.29,0.4,0.37,0.53,0.36,0.26,0.36,0.22,1,3,3,2,3,20,90,80,50,60,0.28,0.36,0.26,0.4,0.22,0.699,0.669,0.613,0.3,0.493,0.232,0.145,0.598,0.101,0.964,95,60,100,65,70,20,90,80,50,60,2,2,2,2,2,10,10,10,10,10,58056,59405,47988,46972,43545,8,3,7,1,8,1,1,1,4,1,3,3,2,2,3,1,2,1,6,1,4,4,6,2,7,1,2,1,4,1,1,5,7,4,6,4,1,1,1,1,1,3,2,2,4,6,1,1,2,1,1,5,6,4,8,7,1,1,6,1,3,4,8,2,8,1,1,1,4,1,4,2,4,3,5,2,1,1,7,1,2,5,9,2,7,4,1,1,7,1
136,1,Firefox,M,23,1,1,2,3,4,5,0,1,0,0,0,1,0,1,1,1,3,1,9,7,4,23,12,22,11,32,8,11,26,43,36,15,20,15,10,30,70,45,50,50,50,80,70,75,75,90,0.49,0.41,0.24,0.55,0.39,0.27,0.35,0.4,0.28,0.25,0.24,0.24,0.36,0.17,0.36,2,2,2,1,3,70,45,50,10,90,0.27,0.35,0.4,0.55,0.36,3,4,29,19,23,0,10,40,25,20,30,35,65,45,60,60,75,100,80,90,0.41,0.5,0.38,0.31,0.34,0.37,0.31,0.34,0.32,0.22,0.22,0.19,0.28,0.37,0.44,3,1,2,1,2,60,10,65,25,60,0.22,0.5,0.34,0.31,0.22,0.034,0.135,0.315,0.425,0.703,0.828,0.496,0.351,0.503,0.514,70,45,50,10,90,60,10,65,25,60,10,10,10,10,10,2,2,2,2,2,91975,71929,63401,79953,55176,8,6,6,2,9,2,3,3,6,1,8,6,6,2,9,2,3,3,8,1,8,5,6,2,9,2,4,3,7,1,9,2,6,2,7,1,6,4,8,3,9,2,6,2,7,1,8,5,8,2,9,2,7,2,6,1,8,5,8,3,9,4,6,2,7,1,6,5,8,2,9,4,6,2,8,1,7,5,8,2,9,3,7,2,7,1,7,5,8,3
137,1,Chrome,F,26,0,1,2,3,4,5,1,1,0,0,0,0,1,1,1,1,4,6,5,3,2,32,31,13,23,21,23,21,37,8,41,20,25,20,15,0,60,45,50,70,40,90,80,90,80,95,0.34,0.3,0.28,0.49,0.27,0.22,0.3,0.19,0.27,0.4,0.44,0.4,0.53,0.24,0.33,2,3,1,2,2,60,80,20,70,40,0.22,0.4,0.28,0.27,0.4,36,46,15,3,31,30,55,30,0,45,50,70,50,30,60,90,85,95,60,90,0.39,0.26,0.3,0.41,0.54,0.25,0.53,0.3,0.37,0.3,0.36,0.21,0.4,0.22,0.16,3,1,3,3,1,90,55,95,60,45,0.36,0.26,0.4,0.22,0.54,0.345,0.837,0.652,0.282,0.069,0.764,0.188,0.358,0.497,0.451,$60 ,80,20,70,40,$90 ,55,95,60,45,2,2,2,2,2,10,10,10,10,10,77186,77332,68166,63330,54532,6,9,2,5,5,3,1,8,5,5,7,9,2,5,5,3,1,8,5,5,7,9,2,5,5,3,1,8,5,5,9,2,9,9,2,1,8,1,1,8,9,2,9,9,2,1,8,1,1,8,9,2,9,9,2,1,8,1,1,8,8,7,7,8,5,2,3,3,2,5,8,7,7,8,5,2,3,3,1,5,8,7,7,8,6,2,3,3,2,5
138,1,Chrome,M,21,0,1,2,3,4,5,1,1,0,0,0,1,0,0,0,0,4,8,10,6,9,32,22,33,31,22,36,50,18,46,29,30,50,25,55,40,50,75,60,70,65,90,90,100,85,100,0.39,0.32,0.43,0.26,0.38,0.25,0.5,0.35,0.53,0.34,0.36,0.18,0.22,0.21,0.28,3,2,3,1,2,90,75,100,55,65,0.36,0.5,0.22,0.26,0.34,23,11,9,21,26,20,20,15,25,15,60,45,70,45,50,90,70,80,80,75,0.34,0.41,0.45,0.3,0.24,0.22,0.35,0.29,0.3,0.4,0.44,0.24,0.26,0.4,0.36,2,2,3,3,2,60,45,80,80,50,0.22,0.35,0.26,0.4,0.4,0.713,0.848,0.227,0.044,0.937,0.595,0.716,0.482,0.801,0.451,90,75,100,55,65,60,45,80,80,50,2,2,2,2,2,10,10,10,10,10,197447,42928,85493,45884,49507,7,4,7,2,4,1,2,1,5,5,5,5,5,2,4,1,2,1,5,4,4,3,5,1,3,1,2,1,2,2,3,3,6,5,4,2,4,1,1,5,4,5,5,5,4,2,3,1,1,5,4,2,5,4,3,2,3,1,1,3,6,4,8,3,3,1,3,1,5,5,5,5,5,4,4,1,2,1,5,5,6,2,5,2,3,1,2,1,3,3
139,1,Chrome,M,22,0,1,2,3,4,5,1,1,1,0,0,0,1,1,0,1,3,8,2,10,4,23,22,21,33,32,3,11,41,18,36,0,20,0,25,30,30,45,40,60,50,60,70,95,100,90,0.41,0.41,0.27,0.43,0.39,0.37,0.35,0.4,0.35,0.25,0.22,0.24,0.33,0.22,0.36,3,2,2,3,3,60,45,40,100,90,0.22,0.35,0.4,0.22,0.36,8,50,31,9,23,15,50,45,15,20,70,75,60,70,60,80,90,90,80,90,0.49,0.32,0.54,0.45,0.34,0.27,0.5,0.3,0.29,0.22,0.24,0.18,0.16,0.26,0.44,2,2,1,3,2,70,75,45,80,60,0.27,0.5,0.54,0.26,0.22,0.778,0.109,0.256,0.479,0.05,0.564,0.145,0.33,0.496,0.265,60,45,40,100,90,80,75,45,80,60,2,2,2,2,2,10,10,10,10,10,134011,98713,75155,126140,71650,9,5,7,9,9,1,2,2,1,1,9,8,8,9,9,1,3,3,1,1,8,2,2,7,9,1,2,1,1,1,7,7,6,9,6,2,1,2,1,3,8,8,6,9,7,1,2,2,1,3,6,2,3,5,2,1,2,2,1,3,8,7,7,9,8,1,2,2,1,2,8,8,5,9,7,1,2,3,1,2,5,4,4,9,5,1,2,2,1,2
140,1,Firefox,M,28,0,1,2,3,4,5,1,1,1,1,1,0,0,1,1,0,9,8,2,10,4,22,22,21,33,32,29,50,41,9,23,40,50,0,15,20,65,75,40,70,60,100,90,95,80,90,0.38,0.32,0.27,0.45,0.34,0.34,0.5,0.4,0.29,0.22,0.28,0.18,0.33,0.26,0.44,2,2,2,3,2,65,75,40,80,60,0.34,0.5,0.4,0.26,0.22,26,11,31,18,36,15,20,45,25,30,50,45,60,60,50,75,70,90,100,90,0.24,0.41,0.54,0.43,0.39,0.4,0.35,0.3,0.35,0.25,0.36,0.24,0.16,0.22,0.36,2,2,1,3,3,50,45,45,100,90,0.4,0.35,0.54,0.22,0.36,0.146,0.574,0.857,0.417,0.156,0.578,0.095,0.914,0.735,0.555,65,75,40,80,60,50,45,45,100,90,2,2,2,2,2,10,10,10,10,10,111742,55861,62341,44508,107792,6,7,6,9,7,3,3,4,1,3,7,8,6,9,8,4,3,5,1,3,3,5,3,9,6,3,2,4,1,3,7,6,3,9,9,3,3,7,1,1,8,7,2,9,9,3,3,7,1,1,6,4,2,9,9,2,2,6,1,1,8,7,4,9,8,2,3,6,1,2,8,8,4,9,8,3,3,7,1,2,5,5,3,9,7,3,3,7,1,2
141,1,Chrome,M,26,1,1,2,3,4,5,0,0,0,0,0,0,0,0,1,0,10,3,6,8,7,33,23,31,22,11,18,3,46,11,19,25,0,55,20,25,60,30,70,45,45,100,60,85,70,80,0.43,0.41,0.26,0.41,0.31,0.35,0.37,0.53,0.35,0.32,0.22,0.22,0.21,0.24,0.37,3,3,1,2,1,100,60,55,45,25,0.22,0.22,0.26,0.35,0.31,9,8,21,50,43,15,15,25,50,10,70,70,45,75,50,80,80,80,90,75,0.45,0.49,0.3,0.32,0.55,0.29,0.27,0.3,0.5,0.28,0.26,0.24,0.4,0.18,0.17,3,2,3,2,1,80,70,80,75,10,0.26,0.27,0.4,0.5,0.55,0.252,0.159,0.137,0.577,0.035,0.823,0.643,0.187,0.205,0.7,100,60,55,45,25,80,70,80,75,10,10,10,10,10,10,2,2,2,2,2,69347,40068,45648,112677,46031,9,9,6,7,3,1,1,2,3,6,9,9,7,6,3,1,1,3,4,8,7,6,5,4,1,1,1,1,1,1,9,9,9,7,2,1,1,1,3,6,9,9,9,7,1,1,1,1,4,8,8,7,8,5,1,1,1,1,1,1,9,9,9,7,3,1,1,1,3,8,9,9,9,7,2,1,1,1,3,7,8,8,9,5,1,1,1,1,1,1
142,1,Chrome,M,55,0,1,2,3,4,5,1,0,1,0,1,0,1,1,0,0,10,4,9,7,1,33,32,22,11,12,18,36,26,19,11,25,30,15,25,20,60,50,50,45,45,100,90,75,80,70,0.43,0.39,0.24,0.31,0.41,0.35,0.25,0.4,0.32,0.35,0.22,0.36,0.36,0.37,0.24,3,3,2,1,2,100,90,50,25,45,0.22,0.36,0.4,0.31,0.35,9,23,29,43,4,15,20,40,10,10,70,60,65,50,35,80,90,100,75,75,0.45,0.34,0.38,0.55,0.5,0.29,0.22,0.34,0.28,0.31,0.26,0.44,0.28,0.17,0.19,3,2,2,1,1,80,60,65,10,10,0.26,0.22,0.34,0.55,0.5,0.589,0.382,0.54,0.505,0.49,0.372,0.2,0.159,0.841,0.362,100,90,50,25,45,80,60,65,10,10,2,2,2,2,2,10,10,10,10,10,138114,128633,115791,145278,116611,8,8,7,6,7,1,1,1,1,1,8,8,7,6,7,1,1,2,3,2,8,8,7,1,5,1,1,2,5,2,8,7,7,4,3,1,1,1,2,2,8,7,7,2,3,1,2,2,6,6,8,7,7,1,1,1,2,2,6,6,8,7,7,6,7,1,1,1,2,2,8,7,7,4,5,1,2,2,6,4,8,7,7,2,2,1,2,2,7,3
143,1,Chrome,M,21,1,1,2,3,4,5,0,0,0,1,1,0,0,0,1,1,7,4,10,1,2,11,32,33,12,21,19,23,18,4,41,25,20,25,10,0,45,60,60,35,40,80,90,100,75,95,0.31,0.34,0.43,0.5,0.27,0.32,0.22,0.35,0.31,0.4,0.37,0.44,0.22,0.19,0.33,1,2,3,1,2,25,60,100,10,40,0.31,0.22,0.22,0.5,0.4,43,36,9,11,31,10,30,15,20,45,50,50,70,45,60,75,90,80,70,90,0.55,0.39,0.45,0.41,0.54,0.28,0.25,0.29,0.35,0.3,0.17,0.36,0.26,0.24,0.16,1,3,3,2,1,10,90,80,45,45,0.55,0.36,0.26,0.35,0.54,0.778,0.865,0.923,0.878,0.406,0.153,0.467,0.358,0.233,0.124,25,60,100,10,40,10,90,80,45,45,10,10,10,10,10,2,2,2,2,2,85997,80825,201166,255614,52058,1,8,9,5,2,4,2,1,4,5,2,2,7,8,5,8,1,2,2,5,5,5,9,2,8,4,6,2,2,6,2,9,5,8,6,6,1,4,4,6,4,9,5,6,4,7,2,6,5,4,2,6,6,5,3,3,1,3,6,6,3,8,7,7,6,2,1,2,3,4,5,9,5,3,5,5,1,5,6,5,4,9,5,8,5,4,1,4,7,6
