workerid,condition,browser,gender,age,order.1,order.2,order.3,order.4,order.5,askAboutLeftWheelFirst.1,askAboutLeftWheelFirst.2,askAboutLeftWheelFirst.3,askAboutLeftWheelFirst.4,askAboutLeftWheelFirst.5,showFirstOfPairFirst.1,showFirstOfPairFirst.2,showFirstOfPairFirst.3,showFirstOfPairFirst.4,showFirstOfPairFirst.5,spinnerPairID.1,spinnerPairID.2,spinnerPairID.3,spinnerPairID.4,spinnerPairID.5,spinnerPairCode.1,spinnerPairCode.2,spinnerPairCode.3,spinnerPairCode.4,spinnerPairCode.5,spinnerID_1.1,spinnerID_1.2,spinnerID_1.3,spinnerID_1.4,spinnerID_1.5,payoff1_1.1,payoff1_1.2,payoff1_1.3,payoff1_1.4,payoff1_1.5,payoff2_1.1,payoff2_1.2,payoff2_1.3,payoff2_1.4,payoff2_1.5,payoff3_1.1,payoff3_1.2,payoff3_1.3,payoff3_1.4,payoff3_1.5,prob1_1.1,prob1_1.2,prob1_1.3,prob1_1.4,prob1_1.5,prob2_1.1,prob2_1.2,prob2_1.3,prob2_1.4,prob2_1.5,prob3_1.1,prob3_1.2,prob3_1.3,prob3_1.4,prob3_1.5,winChoice_1.1,winChoice_1.2,winChoice_1.3,winChoice_1.4,winChoice_1.5,win_1.1,win_1.2,win_1.3,win_1.4,win_1.5,winProb_1.1,winProb_1.2,winProb_1.3,winProb_1.4,winProb_1.5,spinnerID_2.1,spinnerID_2.2,spinnerID_2.3,spinnerID_2.4,spinnerID_2.5,payoff1_2.1,payoff1_2.2,payoff1_2.3,payoff1_2.4,payoff1_2.5,payoff2_2.1,payoff2_2.2,payoff2_2.3,payoff2_2.4,payoff2_2.5,payoff3_2.1,payoff3_2.2,payoff3_2.3,payoff3_2.4,payoff3_2.5,prob1_2.1,prob1_2.2,prob1_2.3,prob1_2.4,prob1_2.5,prob2_2.1,prob2_2.2,prob2_2.3,prob2_2.4,prob2_2.5,prob3_2.1,prob3_2.2,prob3_2.3,prob3_2.4,prob3_2.5,winChoice_2.1,winChoice_2.2,winChoice_2.3,winChoice_2.4,winChoice_2.5,win_2.1,win_2.2,win_2.3,win_2.4,win_2.5,winProb_2.1,winProb_2.2,winProb_2.3,winProb_2.4,winProb_2.5,angleProportion_1.1,angleProportion_1.2,angleProportion_1.3,angleProportion_1.4,angleProportion_1.5,angleProportion_2.1,angleProportion_2.2,angleProportion_2.3,angleProportion_2.4,angleProportion_2.5,attentionCheck1.1,attentionCheck1.2,attentionCheck1.3,attentionCheck1.4,attentionCheck1.5,attentionCheck2.1,attentionCheck2.2,attentionCheck2.3,attentionCheck2.4,attentionCheck2.5,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,happy1.1,happy1.2,happy1.3,happy1.4,happy1.5,sad1.1,sad1.2,sad1.3,sad1.4,sad1.5,content1.1,content1.2,content1.3,content1.4,content1.5,disapp1.1,disapp1.2,disapp1.3,disapp1.4,disapp1.5,relief1.1,relief1.2,relief1.3,relief1.4,relief1.5,regret1.1,regret1.2,regret1.3,regret1.4,regret1.5,happy2.1,happy2.2,happy2.3,happy2.4,happy2.5,sad2.1,sad2.2,sad2.3,sad2.4,sad2.5,content2.1,content2.2,content2.3,content2.4,content2.5,disapp2.1,disapp2.2,disapp2.3,disapp2.4,disapp2.5,relief2.1,relief2.2,relief2.3,relief2.4,relief2.5,regret2.1,regret2.2,regret2.3,regret2.4,regret2.5,happy3.1,happy3.2,happy3.3,happy3.4,happy3.5,sad3.1,sad3.2,sad3.3,sad3.4,sad3.5,content3.1,content3.2,content3.3,content3.4,content3.5,disapp3.1,disapp3.2,disapp3.3,disapp3.4,disapp3.5,relief3.1,relief3.2,relief3.3,relief3.4,relief3.5,regret3.1,regret3.2,regret3.3,regret3.4,regret3.5
131,1,Firefox,M,30,1,2,3,4,5,1,1,1,0,1,0,0,0,1,0,7,6,10,9,8,11,31,33,22,22,19,46,18,26,50,10,25,15,15,20,50,45,70,50,45,75,80,80,75,70,0.55,0.3,0.45,0.24,0.41,0.28,0.3,0.29,0.4,0.35,0.17,0.4,0.26,0.36,0.24,1,3,3,2,2,10,80,80,50,45,0.55,0.4,0.26,0.4,0.35,43,21,9,29,11,25,55,25,40,50,45,70,60,65,75,80,85,100,100,90,0.31,0.26,0.43,0.38,0.32,0.32,0.53,0.35,0.34,0.5,0.37,0.21,0.22,0.28,0.18,1,1,3,2,2,25,55,100,65,75,0.31,0.26,0.22,0.34,0.5,0.291,0.213,0.79,0.004,0.271,0.215,0.445,0.721,0.731,0.084,25,55,100,50,75,10,80,80,65,45,50866,44038,42751,57100,44755,5,5,9,7,7,3,2,1,2,1,5,5,9,6,9,6,7,1,3,1,2,6,9,8,6,6,6,1,1,1,3,9,9,6,5,4,1,1,3,1,3,7,9,6,8,8,1,1,5,4,1,9,9,7,1,7,1,1,4,4,6,7,8,5,6,3,1,1,5,8,3,7,9,7,8,6,1,1,8,6,5,6,9,6,4,5,1,1,6,6
132,1,Firefox,M,39,1,2,3,4,5,1,0,0,1,0,1,1,1,0,0,6,3,7,10,1,31,23,11,33,12,21,8,43,18,11,25,15,10,15,10,45,70,50,70,35,80,80,75,80,75,0.3,0.49,0.55,0.45,0.5,0.3,0.27,0.28,0.29,0.31,0.4,0.24,0.17,0.26,0.19,3,2,1,3,1,80,70,10,80,10,0.4,0.27,0.55,0.26,0.5,46,3,19,9,4,55,0,25,25,20,70,30,45,60,45,85,60,80,100,70,0.26,0.41,0.31,0.43,0.41,0.53,0.37,0.32,0.35,0.35,0.21,0.22,0.37,0.22,0.24,1,3,1,3,2,55,60,25,100,45,0.26,0.22,0.31,0.22,0.35,0.98,0.731,0.844,0.312,0.386,0.895,0.032,0.825,0.98,0.28,80,70,10,100,45,55,60,25,80,10,119489,79838,91363,64100,84816,7,6,2,8,4,1,1,4,1,2,8,7,2,9,6,1,2,5,1,2,6,8,1,7,4,1,1,4,1,1,1,8,1,8,1,5,1,4,1,3,1,9,1,9,2,7,1,6,1,5,1,9,2,6,1,4,1,5,1,3,6,8,2,9,3,2,1,4,1,2,7,9,1,9,2,3,1,7,1,4,5,9,2,7,2,3,1,6,1,3
133,1,Explorer,F,49,1,2,3,4,5,1,1,1,0,1,1,1,1,0,1,7,10,4,2,6,11,33,32,21,31,43,9,36,31,21,10,15,30,0,25,50,70,50,40,45,75,80,90,95,80,0.55,0.45,0.39,0.27,0.3,0.28,0.29,0.25,0.4,0.3,0.17,0.26,0.36,0.33,0.4,1,3,3,2,3,10,80,90,40,80,0.55,0.26,0.36,0.4,0.4,19,18,23,41,46,25,25,20,45,55,45,60,60,60,70,80,100,90,90,85,0.31,0.43,0.34,0.54,0.26,0.32,0.35,0.22,0.3,0.53,0.37,0.22,0.44,0.16,0.21,1,3,2,1,1,25,100,60,45,55,0.31,0.22,0.22,0.54,0.26,0.681,0.579,0.539,0.699,0.602,0.721,0.627,0.366,0.183,0.373,10,80,90,45,80,25,100,90,40,55,99125,57923,67227,54152,49207,6,9,9,8,8,3,1,1,1,1,3,5,5,2,2,3,5,5,2,2,4,5,5,2,2,4,5,5,2,2,6,9,8,8,8,4,1,1,1,1,4,5,5,5,2,4,5,5,5,2,4,5,5,5,2,4,5,5,5,2,7,9,8,8,8,2,1,1,1,1,5,5,5,5,2,2,5,5,2,2,2,5,5,2,2,2,5,5,2,2
134,1,Chrome,F,25,1,2,3,4,5,0,0,1,1,1,0,1,0,1,0,6,5,7,10,3,31,13,11,33,23,46,37,19,9,3,25,20,10,15,15,45,50,50,70,70,80,90,75,80,80,0.3,0.28,0.55,0.45,0.49,0.3,0.19,0.28,0.29,0.27,0.4,0.53,0.17,0.26,0.24,3,1,1,3,2,80,20,10,80,70,0.4,0.28,0.55,0.26,0.27,21,15,43,18,8,55,30,25,25,0,70,50,45,60,30,85,95,80,100,60,0.26,0.3,0.31,0.43,0.41,0.53,0.3,0.32,0.35,0.37,0.21,0.4,0.37,0.22,0.22,1,3,1,3,3,55,95,25,100,60,0.26,0.4,0.31,0.22,0.22,0.7,0.733,0.081,0.338,0.658,0.855,0.96,0.575,0.494,0.114,55,20,25,80,60,80,95,10,100,70,48152,50176,69214,33699,34129,6,3,7,9,9,2,7,3,1,1,4,4,7,9,9,6,9,8,1,1,6,5,3,9,9,2,3,5,1,1,9,9,1,9,8,1,1,7,1,1,9,9,3,9,8,1,1,9,1,1,9,8,4,9,8,1,1,6,1,1,9,8,1,9,9,2,2,7,1,1,8,8,2,9,8,4,3,9,1,1,7,8,2,9,8,1,2,6,1,1
135,1,Safari,M,35,1,2,3,4,5,1,0,1,0,1,1,0,1,0,0,7,3,8,1,2,11,23,22,12,21,43,3,11,11,31,10,15,20,10,0,50,70,45,35,40,75,80,70,75,95,0.55,0.49,0.41,0.5,0.27,0.28,0.27,0.35,0.31,0.4,0.17,0.24,0.24,0.19,0.33,1,2,2,1,2,10,70,45,10,40,0.55,0.27,0.35,0.5,0.4,19,8,50,4,41,25,0,50,20,45,45,30,75,45,60,80,60,90,70,90,0.31,0.41,0.32,0.41,0.54,0.32,0.37,0.5,0.35,0.3,0.37,0.22,0.18,0.24,0.16,1,3,2,2,1,25,60,75,45,45,0.31,0.22,0.5,0.35,0.54,0.877,0.95,0.026,0.339,0.537,0.331,0.55,0.772,0.997,0.729,10,60,45,45,45,25,70,75,10,40,96406,93189,80829,89506,64211,3,8,5,4,5,5,1,6,6,3,3,8,5,4,5,7,1,6,7,5,1,8,4,3,2,6,1,6,6,6,4,7,7,2,4,6,1,2,3,5,3,7,7,2,4,7,2,3,6,6,1,7,7,2,6,7,2,2,6,6,4,8,6,4,5,6,1,2,5,4,3,8,6,4,5,8,2,2,6,6,1,8,6,3,6,7,2,3,6,6
136,1,Chrome,M,43,1,2,3,4,5,0,0,1,0,0,0,1,1,1,1,2,6,7,1,9,21,31,11,12,22,31,21,43,4,26,0,25,10,10,15,40,45,50,35,50,95,80,75,75,75,0.27,0.3,0.55,0.5,0.24,0.4,0.3,0.28,0.31,0.4,0.33,0.4,0.17,0.19,0.36,2,3,1,1,2,40,80,10,10,50,0.4,0.4,0.55,0.5,0.4,41,46,19,11,29,45,55,25,20,40,60,70,45,45,65,90,85,80,70,100,0.54,0.26,0.31,0.41,0.38,0.3,0.53,0.32,0.35,0.34,0.16,0.21,0.37,0.24,0.28,1,1,1,2,2,45,55,25,45,65,0.54,0.26,0.31,0.35,0.34,0.744,0.788,0.556,0.817,0.697,0.144,0.07,0.186,0.836,0.325,45,80,10,10,50,40,55,25,,65,110363,57183,59902,55138,62729,7,8,6,6,7,2,2,2,2,2,7,8,6,6,7,2,2,2,2,2,4,5,5,5,5,2,2,2,2,2,7,7,6,7,7,2,2,2,2,2,7,7,6,7,7,2,2,2,2,2,5,5,5,5,5,2,2,2,2,2,8,8,6,7,7,2,2,2,2,2,8,8,6,7,7,2,2,2,2,2,5,5,4,5,5,2,2,2,2,2
137,1,Firefox,F,33,1,2,3,4,5,1,0,0,0,0,1,0,1,1,0,8,9,7,3,4,22,22,11,23,32,11,29,43,8,23,20,15,10,15,30,45,50,50,70,50,70,75,75,80,90,0.41,0.24,0.55,0.49,0.39,0.35,0.4,0.28,0.27,0.25,0.24,0.36,0.17,0.24,0.36,2,2,1,2,3,45,50,10,70,90,0.35,0.4,0.55,0.27,0.36,50,26,19,3,36,50,40,25,0,20,75,65,45,30,60,90,100,80,60,90,0.32,0.38,0.31,0.41,0.34,0.5,0.34,0.32,0.37,0.22,0.18,0.28,0.37,0.22,0.44,2,2,1,3,2,75,65,25,60,60,0.5,0.34,0.31,0.22,0.22,0.939,0.021,0.197,0.437,0.124,0.253,0.174,0.863,0.006,0.388,45,65,10,70,60,75,50,25,60,,83007,86343,72087,111988,58106,7,7,3,7,7,1,1,9,1,1,6,7,1,5,6,1,1,9,1,3,6,5,1,7,3,4,1,9,1,1,7,7,1,9,9,1,1,9,1,1,6,7,1,9,9,1,1,9,1,1,8,3,1,9,9,3,1,9,1,1,8,7,1,8,8,1,1,9,1,1,6,7,1,8,8,1,1,9,1,1,2,3,1,8,8,1,1,9,1,1
138,1,Chrome,M,28,1,2,3,4,5,0,1,1,1,1,0,0,0,0,0,2,7,10,1,8,21,11,33,12,22,31,19,18,11,50,0,10,15,10,20,40,50,70,35,45,95,75,80,75,70,0.27,0.55,0.45,0.5,0.41,0.4,0.28,0.29,0.31,0.35,0.33,0.17,0.26,0.19,0.24,2,1,3,1,2,40,10,80,10,45,0.4,0.55,0.26,0.5,0.35,41,43,9,4,11,45,25,25,20,50,60,45,60,45,75,90,80,100,70,90,0.54,0.31,0.43,0.41,0.32,0.3,0.32,0.35,0.35,0.5,0.16,0.37,0.22,0.24,0.18,1,1,3,2,2,45,25,100,45,75,0.54,0.31,0.22,0.35,0.5,0.653,0.182,0.532,0.823,0.898,0.554,0.557,0.668,0.984,0.907,45,25,100,45,75,40,10,80,10,45,73223,79470,102132,74486,60829,4,4,7,4,5,3,4,1,5,4,7,5,9,3,7,5,5,1,7,3,1,1,5,2,1,3,4,1,4,3,6,3,6,4,5,2,5,1,3,4,7,2,8,2,6,3,6,1,4,5,7,1,4,1,1,2,4,1,3,4,5,3,7,5,5,3,4,1,3,4,5,4,9,3,6,2,5,1,4,5,5,1,4,1,1,4,4,1,3,3
139,1,Firefox,F,44,1,2,3,4,5,1,1,1,1,1,1,0,1,0,1,7,10,2,9,8,11,33,21,22,22,43,18,41,29,11,10,15,0,15,20,50,70,40,50,45,75,80,95,75,70,0.55,0.45,0.27,0.24,0.41,0.28,0.29,0.4,0.4,0.35,0.17,0.26,0.33,0.36,0.24,1,3,2,2,2,10,80,40,50,45,0.55,0.26,0.4,0.4,0.35,19,9,31,26,50,25,25,45,40,50,45,60,60,65,75,80,100,90,100,90,0.31,0.43,0.54,0.38,0.32,0.32,0.35,0.3,0.34,0.5,0.37,0.22,0.16,0.28,0.18,1,3,1,2,2,25,100,45,65,75,0.31,0.22,0.54,0.34,0.5,0.9,0.187,0.648,0.243,0.66,0.784,0.617,0.948,0.453,0.054,10,100,40,65,45,25,80,45,50,75,88673,43049,56460,51951,50168,3,9,5,7,6,1,1,4,4,5,3,9,4,5,5,5,1,5,6,6,1,9,9,5,5,7,1,4,6,6,4,9,3,6,7,6,1,6,5,3,2,9,3,5,5,7,1,8,6,5,1,9,1,5,5,7,1,9,6,5,3,9,5,6,6,7,1,5,5,5,3,9,5,5,5,8,1,5,6,5,1,9,5,5,5,8,1,5,6,5
140,1,Chrome,F,31,1,2,3,4,5,1,1,1,1,1,1,1,0,1,0,2,9,8,10,7,21,22,22,33,11,41,26,50,9,19,0,15,20,15,10,40,50,45,70,50,95,75,70,80,75,0.27,0.24,0.41,0.45,0.55,0.4,0.4,0.35,0.29,0.28,0.33,0.36,0.24,0.26,0.17,2,2,2,3,1,40,50,45,80,10,0.4,0.4,0.35,0.26,0.55,31,29,11,18,43,45,40,50,25,25,60,65,75,60,45,90,100,90,100,80,0.54,0.38,0.32,0.43,0.31,0.3,0.34,0.5,0.35,0.32,0.16,0.28,0.18,0.22,0.37,1,2,2,3,1,45,65,75,100,25,0.54,0.34,0.5,0.22,0.31,0.92,0.61,0.313,0.759,0.934,0.474,0.365,0.579,0.457,0.074,40,50,75,80,,45,65,45,100,10,46464,49420,53675,44379,44976,6,7,5,8,5,3,3,4,1,2,7,9,6,6,5,4,2,4,1,6,5,5,2,5,2,4,5,1,1,6,6,7,6,9,3,3,3,1,1,7,8,7,7,5,2,3,2,3,1,7,5,6,2,5,3,3,3,1,1,7,7,7,6,9,5,3,2,1,1,6,9,8,8,7,3,3,5,3,1,7,6,5,5,5,2,3,3,2,1,8
141,1,Firefox,F,47,1,2,3,4,5,1,1,0,1,1,1,1,0,0,0,2,8,10,3,9,21,22,33,23,22,41,11,18,3,29,0,20,15,15,15,40,45,70,70,50,95,70,80,80,75,0.27,0.41,0.45,0.49,0.24,0.4,0.35,0.29,0.27,0.4,0.33,0.24,0.26,0.24,0.36,2,2,3,2,2,40,45,80,70,50,0.4,0.35,0.26,0.27,0.4,31,50,9,8,26,45,50,25,0,40,60,75,60,30,65,90,90,100,60,100,0.54,0.32,0.43,0.41,0.38,0.3,0.5,0.35,0.37,0.34,0.16,0.18,0.22,0.22,0.28,1,2,3,3,2,45,75,100,60,65,0.54,0.5,0.22,0.22,0.34,0.242,0.598,0.749,0.047,0.98,0.352,0.009,0.294,0.199,0.114,40,45,25,60,65,45,75,80,70,50,123877,81458,82864,73414,68653,6,5,3,8,6,2,2,6,1,2,5,5,2,5,5,3,3,8,1,4,6,4,1,9,3,2,2,5,1,4,4,7,7,6,4,7,2,2,2,5,3,5,6,6,4,6,3,2,2,7,2,5,7,5,2,5,2,1,2,4,5,7,5,8,5,4,3,3,2,3,4,6,6,6,4,6,3,3,1,3,3,5,4,8,2,5,2,2,2,5
142,1,Safari,F,71,1,2,3,4,5,0,1,1,0,1,1,0,0,0,0,4,6,2,9,10,32,31,21,22,33,36,46,31,29,18,30,25,0,15,15,50,45,40,50,70,90,80,95,75,80,0.39,0.3,0.27,0.24,0.45,0.25,0.3,0.4,0.4,0.29,0.36,0.4,0.33,0.36,0.26,3,3,2,2,3,90,80,40,50,80,0.36,0.4,0.4,0.4,0.26,23,21,41,26,9,20,55,45,40,25,60,70,60,65,60,90,85,90,100,100,0.34,0.26,0.54,0.38,0.43,0.22,0.53,0.3,0.34,0.35,0.44,0.21,0.16,0.28,0.22,2,1,1,2,3,60,55,45,65,100,0.22,0.26,0.54,0.34,0.22,0.27,0.284,0.433,0.322,0.753,0.033,0.733,0.37,0.328,0.913,90,55,45,65,100,60,80,40,50,80,162299,120414,112974,105194,67600,9,2,4,7,9,1,8,7,3,1,8,3,2,7,9,1,8,9,2,1,9,1,1,5,9,1,8,7,4,1,6,9,6,7,9,2,1,3,3,1,6,9,2,8,9,2,1,8,4,1,7,9,7,7,9,2,1,7,4,1,9,9,8,6,9,1,1,5,4,1,8,8,7,7,9,1,3,3,4,1,9,8,7,8,9,2,2,3,7,1
143,1,Firefox,F,55,1,2,3,4,5,0,0,0,0,0,1,0,1,0,1,9,10,1,2,6,22,33,12,21,31,26,18,4,31,21,15,15,10,0,25,50,70,35,40,45,75,80,75,95,80,0.24,0.45,0.5,0.27,0.3,0.4,0.29,0.31,0.4,0.3,0.36,0.26,0.19,0.33,0.4,2,3,1,2,3,50,80,10,40,80,0.4,0.26,0.5,0.4,0.4,29,9,11,41,46,40,25,20,45,55,65,60,45,60,70,100,100,70,90,85,0.38,0.43,0.41,0.54,0.26,0.34,0.35,0.35,0.3,0.53,0.28,0.22,0.24,0.16,0.21,2,3,2,1,1,65,100,45,45,55,0.34,0.22,0.35,0.54,0.26,0.566,0.724,0.569,0.521,0.99,0.12,0.547,0.923,0.894,0.982,50,100,10,45,80,65,80,45,40,55,126704,61778,80211,64438,53879,8,9,3,5,9,2,1,7,7,1,7,9,1,2,9,2,1,9,7,1,9,9,1,8,9,1,1,9,9,1,7,9,6,5,7,1,1,3,6,1,7,9,4,4,9,2,1,7,3,1,9,9,9,7,9,1,1,6,9,1,9,9,6,7,9,1,1,5,2,1,6,9,4,7,9,2,1,6,2,1,5,9,9,9,9,1,1,7,3,1
144,1,Firefox,M,25,1,2,3,4,5,0,1,0,0,1,0,1,1,1,0,2,3,10,8,4,21,23,33,22,32,31,8,9,11,23,0,15,15,20,30,40,70,70,45,50,95,80,80,70,90,0.27,0.49,0.45,0.41,0.39,0.4,0.27,0.29,0.35,0.25,0.33,0.24,0.26,0.24,0.36,2,2,3,2,3,40,70,80,45,90,0.4,0.27,0.26,0.35,0.36,41,3,18,50,36,45,0,25,50,20,60,30,60,75,60,90,60,100,90,90,0.54,0.41,0.43,0.32,0.34,0.3,0.37,0.35,0.5,0.22,0.16,0.22,0.22,0.18,0.44,1,3,3,2,2,45,60,100,75,60,0.54,0.22,0.22,0.5,0.22,0.556,0.629,0.712,0.027,0.398,0.319,0.146,0.816,0.187,0.052,45,70,80,45,60,40,60,100,75,90,42320,36768,34559,34508,37018,7,8,9,7,7,3,1,1,1,1,3,8,9,7,7,6,1,1,1,1,2,8,4,3,2,2,1,1,1,1,7,9,9,7,9,1,1,1,1,1,7,9,9,6,3,1,1,1,2,1,8,8,3,6,7,1,1,1,1,1,7,8,9,7,8,1,1,1,2,2,8,8,9,7,8,2,2,1,3,2,6,8,5,3,3,2,1,1,1,1
145,1,Chrome,M,20,1,2,3,4,5,1,1,1,0,1,0,1,0,0,1,2,7,10,6,9,21,11,33,31,22,31,43,18,46,26,0,10,15,25,15,40,50,70,45,50,95,75,80,80,75,0.27,0.55,0.45,0.3,0.24,0.4,0.28,0.29,0.3,0.4,0.33,0.17,0.26,0.4,0.36,2,1,3,3,2,40,10,80,80,50,0.4,0.55,0.26,0.4,0.4,41,19,9,21,29,45,25,25,55,40,60,45,60,70,65,90,80,100,85,100,0.54,0.31,0.43,0.26,0.38,0.3,0.32,0.35,0.53,0.34,0.16,0.37,0.22,0.21,0.28,1,1,3,1,2,45,25,100,55,65,0.54,0.31,0.22,0.26,0.34,0.563,0.384,0.47,0.109,0.063,0.973,0.999,0.498,0.653,0.016,45,10,100,55,50,40,25,80,80,65,75772,94523,55713,133768,56694,3,1,9,1,4,1,6,1,7,2,3,1,8,1,7,8,7,1,8,1,1,1,9,1,7,1,1,1,1,1,5,1,9,9,4,2,8,1,1,2,1,1,9,7,5,3,9,1,1,5,5,1,9,8,6,1,1,1,1,1,3,1,9,6,4,6,8,1,6,4,3,1,9,6,4,3,9,1,6,3,3,1,9,6,6,1,1,1,1,1
146,1,Firefox,F,40,1,2,3,4,5,1,0,0,0,0,1,1,0,0,1,6,7,8,3,10,31,11,22,23,33,21,43,50,3,9,25,10,20,15,15,45,50,45,70,70,80,75,70,80,80,0.3,0.55,0.41,0.49,0.45,0.3,0.28,0.35,0.27,0.29,0.4,0.17,0.24,0.24,0.26,3,1,2,2,3,80,10,45,70,80,0.4,0.55,0.35,0.27,0.26,46,19,11,8,18,55,25,50,0,25,70,45,75,30,60,85,80,90,60,100,0.26,0.31,0.32,0.41,0.43,0.53,0.32,0.5,0.37,0.35,0.21,0.37,0.18,0.22,0.22,1,1,2,3,3,55,25,75,60,100,0.26,0.31,0.5,0.22,0.22,0.005,0.719,0.144,0.819,0.548,0.638,0.565,0.397,0.026,0.286,80,10,75,6O,80,55,25,45,70,100,201230,78936,64596,61634,55515,9,1,5,9,9,1,9,5,1,1,9,2,5,9,9,1,9,5,1,1,9,1,5,9,9,1,9,5,1,1,5,2,5,5,9,2,1,5,5,1,3,2,5,5,9,7,9,5,5,1,5,3,5,5,9,9,9,5,5,1,8,2,4,8,9,4,8,8,1,1,7,2,4,8,9,4,9,8,1,1,6,2,3,8,9,5,9,8,1,1
147,1,Firefox,F,28,1,2,3,4,5,1,0,1,1,1,1,0,0,0,1,4,3,1,6,10,32,23,12,31,33,36,3,11,46,9,30,15,10,25,15,50,70,35,45,70,90,80,75,80,80,0.39,0.49,0.5,0.3,0.45,0.25,0.27,0.31,0.3,0.29,0.36,0.24,0.19,0.4,0.26,3,2,1,3,3,90,70,10,80,80,0.36,0.27,0.5,0.4,0.26,23,8,4,21,18,20,0,20,55,25,60,30,45,70,60,90,60,70,85,100,0.34,0.41,0.41,0.26,0.43,0.22,0.37,0.35,0.53,0.35,0.44,0.22,0.24,0.21,0.22,2,3,2,1,3,60,60,45,55,100,0.22,0.22,0.35,0.26,0.22,0.642,0.461,0.244,0.743,0.931,0.624,0.566,0.479,0.742,0.401,90,60,,55,80,60,70,10,80,100,53629,64068,79405,66922,56714,9,9,8,7,9,1,1,1,1,1,5,9,8,9,9,1,1,2,2,1,9,9,9,9,9,1,1,1,1,1,9,9,7,9,9,1,1,2,1,1,7,9,8,9,9,2,2,4,1,1,9,9,6,9,9,1,1,3,1,1,9,9,7,9,9,1,1,2,1,1,9,9,8,9,9,1,1,5,2,1,9,9,8,9,9,1,1,4,1,1
148,1,Chrome,F,52,1,2,3,4,5,0,0,0,1,0,0,1,0,0,1,4,3,1,6,8,32,23,12,31,22,23,8,11,46,11,30,15,10,25,20,50,70,35,45,45,90,80,75,80,70,0.39,0.49,0.5,0.3,0.41,0.25,0.27,0.31,0.3,0.35,0.36,0.24,0.19,0.4,0.24,3,2,1,3,2,90,70,10,80,45,0.36,0.27,0.5,0.4,0.35,36,3,4,21,50,20,0,20,55,50,60,30,45,70,75,90,60,70,85,90,0.34,0.41,0.41,0.26,0.32,0.22,0.37,0.35,0.53,0.5,0.44,0.22,0.24,0.21,0.18,2,3,2,1,2,60,60,45,55,75,0.22,0.22,0.35,0.26,0.5,0.661,0.931,0.868,0.715,0.967,0.161,0.65,0.329,0.347,0.274,$60 ,$70 ,$45 ,$55 ,$45 ,$90 ,$60 ,$10 ,$80 ,$75 ,109698,95383,85097,69690,77207,5,7,5,3,7,2,3,2,7,3,6,6,5,3,4,7,7,6,8,7,3,5,5,3,3,6,7,3,8,7,8,8,3,8,5,1,2,6,2,3,8,6,3,7,6,1,2,7,2,7,7,8,4,8,3,1,1,8,2,7,7,7,5,7,5,1,2,6,2,3,8,7,4,6,6,2,3,7,3,7,7,6,3,5,5,2,5,7,3,6
149,1,Firefox,F,36,1,2,3,4,5,0,1,1,0,1,0,1,0,0,1,5,7,2,9,6,13,11,21,22,31,15,43,31,29,21,20,10,0,15,25,50,50,40,50,45,90,75,95,75,80,0.28,0.55,0.27,0.24,0.3,0.19,0.28,0.4,0.4,0.3,0.53,0.17,0.33,0.36,0.4,1,1,2,2,3,20,10,40,50,80,0.28,0.55,0.4,0.4,0.4,37,19,41,26,46,30,25,45,40,55,50,45,60,65,70,95,80,90,100,85,0.3,0.31,0.54,0.38,0.26,0.3,0.32,0.3,0.34,0.53,0.4,0.37,0.16,0.28,0.21,3,1,1,2,1,95,25,45,65,55,0.4,0.31,0.54,0.34,0.26,0.943,0.359,0.267,0.685,0.218,0.273,0.023,0.875,0.963,0.432,95,10,45,65,80,20,25,40,50,55,67455,55422,68331,64738,72915,9,1,2,5,9,1,4,4,2,1,9,1,1,4,9,1,8,7,4,1,9,1,1,5,8,1,5,6,3,1,4,1,4,5,4,6,4,3,3,3,1,1,1,5,5,8,9,5,1,4,1,1,6,6,1,5,6,2,2,3,7,2,4,6,6,1,5,2,2,2,7,1,3,4,8,4,7,3,2,3,6,1,5,7,4,2,6,3,2,1
150,1,Chrome,F,41,1,2,3,4,5,0,0,1,1,1,1,0,0,0,0,7,1,10,8,3,11,12,33,22,23,43,11,18,50,3,10,10,15,20,15,50,35,70,45,70,75,75,80,70,80,0.55,0.5,0.45,0.41,0.49,0.28,0.31,0.29,0.35,0.27,0.17,0.19,0.26,0.24,0.24,1,1,3,2,2,10,10,80,45,70,0.55,0.5,0.26,0.35,0.27,19,4,9,11,8,25,20,25,50,0,45,45,60,75,30,80,70,100,90,60,0.31,0.41,0.43,0.32,0.41,0.32,0.35,0.35,0.5,0.37,0.37,0.24,0.22,0.18,0.22,1,2,3,2,3,25,45,100,75,60,0.31,0.35,0.22,0.5,0.22,0.372,0.26,0.15,0.548,0.3,0.278,0.064,0.236,0.495,0.534,10,45,100,75,60,25,10,80,45,70,59877,50672,43114,55231,45379,2,6,9,8,9,8,7,1,2,1,3,6,9,8,9,9,6,1,2,1,2,3,9,8,9,9,6,1,3,1,4,2,9,7,9,7,8,1,2,1,4,5,9,8,8,8,8,1,2,2,6,2,9,8,8,9,8,1,3,2,5,6,9,8,9,8,8,1,2,1,5,5,9,7,9,9,8,1,2,1,6,4,9,7,9,9,8,1,2,1
